pathway	pval	padj	log2err	ES	NES	size	leadingEdge	contrast	method
HALLMARK_HEME_METABOLISM	0.715151515151515	0.729746444032158	0.0483117581055019	0.230006369744072	0.893463936471766	176	SNCA ADD2 ACSL6 DMTN SYNJ1 RAP1GAP ASNS PRDX2 TSPAN5 ATP6V0A1 TMCC2 FN3K HAGH FBXO34 BTRC ADD1 SLC7A11 PPP2R5B MGST3 MARCHF2 UROS SLC6A8 OPTN TYR GDE1 ABCB6 ISCA1 OSBP2 SPTB BNIP3L MBOAT2 CCDC28A ALDH6A1	clusterBrain	none_q3
HALLMARK_HYPOXIA	0.000147720147999366	0.000615500616664027	0.518848077743792	-0.377711154422819	-1.61890133026588	182	ANXA2 BTG1 DUSP1 VEGFA CXCR4 CA12 CCN2 DDIT4 CITED2 IER3 TNFAIP3 ETS1 MYH9 ZFP36 S100A4 BGN ISG20 TES DCN FOS HDLBP EFNA1 KLF6 SLC37A4 PLAC8 TPST2 HSPA5 HEXA MAP3K1 ERRFI1 CCN1 SELENBP1 ALDOB SLC25A1 TGM2 SDC4 BCL2 ADM PIM1 CAVIN3 SERPINE1 CAVIN1 COL5A1 NDRG1 CAV1 FOXO3 WSB1 PLIN2 TPBG P4HA1 CDKN1A EXT1 PCK1 HK2 FOSL2 JUN PGM1 MT2A NAGK CDKN1C ATP7A FBP1 CP GALK1 GBE1 EGFR	clusterBrain	none_q3
HALLMARK_IL2_STAT5_SIGNALING	2.49206797813595e-06	1.38448221007553e-05	0.627256739718528	-0.426999207419333	-1.83699165862065	184	XBP1 MYO1C MUC1 SYNGR2 AHNAK CTSZ PLSCR1 ANXA4 CD44 TNFSF10 IL4R CD79B MAPKAPK2 FGL2 IFITM3 MYC SERPINB6 IRF8 CA2 DHRS3 KLF6 LTB ITGA6 MYO1E CD48 IGF2R PNP WLS CDCP1 SOCS1 SELL ITIH5 TGM2 BCL2 PLAGL1 GALM CAPG PTH1R PIM1 COL6A1 NDRG1 SLC1A5 PRKCH SWAP70 IFNGR1 AHCY PLIN2 GADD45B P4HA1 RHOH IRF6 CISH SLC39A8 AHR NFKBIZ IL2RA IL10RA CYFIP1 HK2 ITGAV TNFRSF1B IL2RB CDKN1C IGF1R ODC1 SCN9A	clusterBrain	none_q3
HALLMARK_IL6_JAK_STAT3_SIGNALING	3.55147540119532e-10	3.55147540119532e-09	0.814035837847908	-0.628334768420833	-2.38912849558006	79	REG1A A2M CD44 TGFB1 IL4R CD9 STAT3 CXCL13 IL13RA1 IL6ST IL1R1 LTB MYD88 TNFRSF1A SOCS1 ACVRL1 IL2RG IRF1 STAT1 LTBR IRF9 PLA2G2A IFNAR1 PF4 PIM1 IFNGR1 IL10RB CSF2RB ITGA4 BAK1 OSMR IL2RA IL15RA TNFRSF1B JUN TYK2 SOCS3 CD36 ITGB3 HMOX1 EBI3 CD14 TNFRSF12A	clusterBrain	none_q3
HALLMARK_INFLAMMATORY_RESPONSE	0.000137281174625228	0.000615500616664027	0.518848077743792	-0.40021089066301	-1.68180535540074	156	BTG2 NFKBIA TIMP1 TNFSF10 IL4R IFITM1 MYC BST2 CD82 IL7R KLF6 IL1R1 PTGER4 MMP14 CD48 NFKB1 STAB1 IRF1 TAPBP IRF7 SELL CYBB ICOSLG ITGA5 IL18 CD40 RELA ADM GCH1 IFNAR1 LCP2 FZD5 NMI SERPINE1 CCL5 CD69 LYN SELENOS RHOG TPBG EMP3 OSMR CDKN1A AHR SLAMF1 HIF1A ICAM1 CD55 IL15RA IL10RA TNFRSF1B LCK IL2RB RGS1 ITGB3 SLC7A2 EBI3 CD14 GNAI3 ABCA1 RNF144B NAMPT CCL24 SLC31A2 PIK3R5 AXL CCR7	clusterBrain	none_q3
HALLMARK_INTERFERON_ALPHA_RESPONSE	3.65449848797501e-12	6.09083081329169e-11	0.887074988399873	-0.63884451516396	-2.47724597058321	91	TXNIP B2M CD74 HLA-C PLSCR1 ELF1 PSME1 IL4R LGALS3BP ISG20 PSMB8 IFI30 IFITM1 C1S IFITM3 BST2 UBA7 PARP9 TMEM140 IFIH1 PARP12 OAS1 PSMB9 TAP1 IRF1 IRF7 CASP1 SELL IRF9 USP18 PSME2 IFI27 CASP8 GBP2 SP110 NMI TRIM5 PARP14 IRF2 LAP3 TENT5A TRAFD1	clusterBrain	none_q3
HALLMARK_INTERFERON_GAMMA_RESPONSE	4.89915817861271e-23	2.44957908930635e-21	1.24623277191648	-0.626086265481503	-2.68669436564204	186	TXNIP HLA-B B2M HLA-A CD74 HLA-DRB1 BTG1 SERPING1 NFKBIA RNF213 VAMP8 CASP4 PLSCR1 TNFAIP3 MVP TNFAIP2 TNFSF10 MTHFD2 PSME1 HLA-DMA IL4R HLA-DQA1 LGALS3BP ISG20 PSMB8 IFI30 C1S FGL2 IFITM3 C1R BST2 STAT3 IRF8 CIITA IFIH1 PARP12 VCAM1 PNP NFKB1 PTPN6 MYD88 SPPL2A SOCS1 PSMB9 TAP1 IRF1 STAT1 TAPBP IRF7 CASP1 IRF9 CASP7 USP18 PSME2 IFI27 CD274 CASP8 VAMP5 CD40 SOD2 GCH1 LCP2 SP110 NLRC5 NMI PIM1 CCL5 CD69 PARP14 IL18BP PML XAF1 ISOC1 IRF2 CSF2RB LAP3 CDKN1A HIF1A ICAM1 TRAFD1 RIPK1 IL15RA IL10RA PSMB10 MT2A HELZ2 CFH BANK1 IL2RB SOCS3 DDX60 LATS2 IFNAR2 OAS2 OAS3 TRIM26 CFB ZNFX1 EPSTI1	clusterBrain	none_q3
HALLMARK_KRAS_SIGNALING_DN	0.105095541401274	0.16950893774399	0.172324344900946	0.33931727116929	1.26420060782332	121	SNCB ARHGDIG KCNQ2 CLSTN3 SPTBN2 CELSR2 SLC25A23 SNN RYR2 CAMK1D ARPP21 NUDT11 MAST3 TENM2 THRB SLC30A3 SYNPO	clusterBrain	none_q3
HALLMARK_KRAS_SIGNALING_UP	0.290273556231003	0.362841945288754	0.0940503465727813	0.2776859052039	1.07496301153971	172	SNAP25 CPE SPARCL1 KIF5C TSPAN7 PCSK1N SNAP91 PEG3 SCG5 NAP1L2 SCG3 EPB41L3 SCN1B BTBD3 MMD APOD GPRC5B CCSER2	clusterBrain	none_q3
HALLMARK_MITOTIC_SPINDLE	0.335832083958021	0.390502423207001	0.0850427463764322	0.270417466331906	1.06067582745513	192	KIF3C WASF1 KIF1B DOCK4 KLC1 SPTAN1 ABR SPTBN1 KIFAP3 RAPGEF5 DST TUBA4A BIN1 DYNC1H1 YWHAE DYNLL2 FSCN1 PAFAH1B1 SYNPO CKAP5 TIAM1 ITSN1 CDC42BPA OPHN1 RASAL2 APC WASL CLIP2 MYH10 ARHGEF7 MAP1S ARHGEF11 KIF3B	clusterBrain	none_q3
HALLMARK_MTORC1_SIGNALING	0.280597014925373	0.359739762724837	0.142056643575821	-0.246934209591161	-1.05939195917941	192	XBP1 BTG2 CXCR4 NUPR1 DDIT4 SERPINH1 MTHFD2 CD9 IFI30 TES FGL2 NIBAN1 CCNG1 CTSC SEC11A ELOVL5 CALR SLC37A4 HSPA5 PNP TCEA1 SDF2L1 ITGB2 GGA2 HSPE1 SLC1A5 RRM2 MAP2K3 IDH1 EDEM1 P4HA1 DAPP1 CDKN1A SHMT2 HSPD1 LTA4H HK2 PGM1 IGFBP5 RPN1 M6PR AURKA GBE1 NUP205 DDX39A	clusterBrain	none_q3
HALLMARK_MYC_TARGETS_V1	3.70787375993085e-08	3.08989479994237e-07	0.719512826338911	-0.449912481875891	-1.93654903691768	198	RPLP0 RPS2 RPS6 RACK1 RPS3 PABPC1 RPL18 RPS5 RPL34 RPL14 RPL6 EEF1B2 RPL22 RPS10 HNRNPA1 PABPC4 PRDX4 MYC DEK NPM1 FBL SERBP1 SNRPG HNRNPA2B1 EIF4G2 SRSF1 EIF3D HDGF TFDP1 SMARCC1 PCBP1 MCM5 SRSF3 LSM2 U2AF1 TRA2B CDK4 CDK2 HSPE1 PHB2 HNRNPA3 MCM7 SRSF2 G3BP1 IMPDH2 HSPD1 SNRPD3 CDC20 DDX21 SYNCRIP SRSF7 HNRNPU PCNA ODC1 TRIM28 EIF3B CCNA2 ERH SNRPA CNBP KARS1 HNRNPD FAM120A RUVBL2 RSL1D1 MRPS18B DUT EIF4A1 LSM7 SNRPD2 XPO1	clusterBrain	none_q3
HALLMARK_MYC_TARGETS_V2	0.439252336448598	0.488058151609554	0.0949751525905595	-0.281861625968002	-1.0036520824496	55	MYC NPM1 MCM5 CDK4 HSPE1 HSPD1 NOC4L HK2 DCTPP1 TFB2M SLC29A2 TMEM97 IPO4 NIP7 DUSP2 MAP3K6 AIMP2 WDR43 NOP2 TBRG4 DDX18	clusterBrain	none_q3
HALLMARK_MYOGENESIS	0.039453717754173	0.0704530674181661	0.282013350011725	0.347956935382558	1.34399082510556	163	CAMK2B PRNP SCHIP1 GNAO1 MAPRE3 NCAM1 CLU PKIA DTNA PDE4DIP SPTAN1 FABP3 CKB SCD MEF2C BIN1 FHL1 CDH13 APOD REEP1 SORBS1 PFKM LARGE1 CRYAB MYL6B FXYD1 APP GABARAPL2 EIF4A2 FKBP1B PPFIA4 TNNC2 COX7A1 AK1 SLC6A8 FGF2 SGCD PICK1 ITGA7 SIRT2 ACHE TPD52L1 PPP1R3C SPEG	clusterBrain	none_q3
HALLMARK_NOTCH_SIGNALING	0.216216216216216	0.337837837837838	0.140406238523342	-0.38308739506367	-1.18264440087755	29	CCND1 APH1A NOTCH2 HES1 FZD5 JAG1 NOTCH3 LFNG NOTCH1	clusterBrain	none_q3
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.230194319880419	0.345749585100498	0.107140237276725	0.283658146973421	1.11679361560277	198	PDP1 MDH1 ATP6V1H SLC25A4 NDUFA4 ATP6V1E1 ATP6V1D ATP6V0C ATP6V1C1 VDAC1 NDUFA5 NDUFS1 MAOB NDUFA8 SLC25A12 SUCLA2 CYCS IDH3A ATP1B1 TOMM70 ACO2 VDAC3 GOT2 ISCU NDUFB5 MGST3 NDUFB8 ATP5PD SLC25A11 UQCRC2 ATP6V1F OAT NQO2 COX6A1 MTX2 NDUFAB1 COX6C VDAC2 ISCA1 MFN2 COX11 GLUD1 OPA1 NDUFS3 LDHB GPI MRPS30 ALDH6A1	clusterBrain	none_q3
HALLMARK_P53_PATHWAY	7.73765591886713e-07	5.52689708490509e-06	0.659444398037935	-0.434025709197175	-1.8602701820194	182	TXNIP RPS12 RACK1 S100A10 BTG1 RPL18 ST14 BTG2 RPL36 VAMP8 ZFP36L1 NUPR1 DDIT4 MKNK2 PERP IER3 H2AJ RPS27L FUCA1 TGFB1 S100A4 EPS8L2 IFI30 PLXNB2 H1-2 FOS CCNG1 CD82 TP53 SEC61A1 KLF4 BAX SOCS1 TAP1 CASP1 KIF13B CTSD PRKAB1 TRAF4 TOB1 TAX1BP3 DEF6 NDRG1 GM2A NINJ1 FOXO3 WWP1 TM4SF1 SDC1 RB1 IRAK1 BAK1 SP1 EPHA2 CDKN1A NOTCH1 TRAFD1 SAT1 RHBDF2 JUN DRAM1 AEN SLC35D1 ABHD4	clusterBrain	none_q3
HALLMARK_PANCREAS_BETA_CELLS	0.265822784810127	0.349766822118588	0.110122263835536	0.396230347648526	1.16079347894055	33	STXBP1 AKT3 PCSK2 SYT13 PAK3 CHGA	clusterBrain	none_q3
HALLMARK_PEROXISOME	0.013677656667587	0.0273553133351741	0.380730400722792	-0.362206621148483	-1.42550603746481	99	CEL PABPC1 ALDH1A1 CAT GSTK1 MVP HSD11B2 EPHX2 ELOVL5 DHRS3 ALB HSD17B11 TTR SMARCC1 SCP2 SOD2 ECI2 HSD3B7 TSPO FDPS ISOC1 IDH1 PEX2 ECH1 ALDH9A1 EHHADH ACSL5 MLYCD IDH2 BCL10	clusterBrain	none_q3
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.699173553719008	0.728305785123967	0.053347785067549	0.242608189752527	0.879108759997351	102	MAPK10 PRKCB PLCB1 ADCY2 AP2M1 MAPK1 CAMK4 MAPK9 PIN1 YWHAB TIAM1 ACACA DUSP3 CAB39L CAB39 RAC1 PTPN11 CLTC PTEN MAPK8 GRB2 EIF4E PIK3R3 HRAS PRKAA2 GSK3B	clusterBrain	none_q3
HALLMARK_PROTEIN_SECRETION	0.313758389261745	0.373521891978268	0.0952879846194844	0.303055519734262	1.07922984539443	95	SH3GL2 KIF1B ATP6V1H AP2M1 DST AP2B1 MAPK1 NAPG SOD1 BNIP3 NAPA SCAMP1 DNM1L SCRN1 RAB2A VAMP4 CLTC RAB22A TPD52 AP3S1 RAB5A	clusterBrain	none_q3
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.497706422018349	0.540985241324292	0.086794975677172	-0.288564027894696	-0.985686744615125	47	PDLIM1 GPX3 CAT LSP1 PRDX4 JUNB SOD2 SBNO2 SELENOS	clusterBrain	none_q3
HALLMARK_SPERMATOGENESIS	0.000719632404999131	0.00211656589705627	0.477270815362862	0.482723837002063	1.72352702182223	92	PCSK1N CNIH2 SNAP91 SCG5 SCG3 GAD1 SEPTIN4 PEBP1 HSPA4L NEFH CAMK4 PARP2 MAP7 CLVS1 VDAC3 LDHC DDX25 IP6K1 MLF1 PACRG PSMG1 BRAF	clusterBrain	none_q3
HALLMARK_TGF_BETA_SIGNALING	0.00787528475364766	0.0171201842470601	0.380730400722792	-0.464502801569324	-1.63117208368809	52	CDH1 TGFB1 HDAC1 THBS1 RHOA JUNB TGIF1 WWTR1 FNTA ID3 SERPINE1 ENG ID1 SMAD7 BCAR3 LTBP2 KLF10 CDKN1C PPP1CA FURIN SMAD6 HIPK2	clusterBrain	none_q3
HALLMARK_TNFA_SIGNALING_VIA_NFKB	9.16149649470424e-13	2.29037412367606e-11	0.910119734774459	-0.541154041714087	-2.30019869183771	177	BTG1 MCL1 DUSP1 BTG2 VEGFA NFKBIA B4GALT1 IER3 TNFAIP3 CEBPD CD44 KLF2 ZFP36 TNFAIP2 PDLIM5 NFE2L2 MYC FOS LITAF CFLAR BCL3 TNIP1 TNFAIP8 G0S2 IL7R EFNA1 KLF6 IL6ST CCND1 IFIH1 JUNB TGIF1 PTGER4 IER2 NR4A1 BIRC3 NFKB1 KLF4 TNIP2 CCN1 HES1 TRIP10 TAP1 EGR1 IRF1 CCNL1 ICOSLG SDC4 IL18 RELA SOD2 GCH1 REL SERPINE1 SGK1 CCL5 JAG1 TRIB1 CD69 NINJ1 MAP2K3 TNC EHD1 PLEK GADD45B CDKN1A PHLDA2 SIK1 STAT5A ICAM1 BTG3 SAT1 IL15RA FOSL2 JUN DRAM1 SPSB1 KLF10 KDM6B SOCS3 F2RL1 BCL6	clusterBrain	none_q3
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.0177654015110943	0.0341642336751814	0.352487857583619	-0.33820755241633	-1.34681606411045	110	XBP1 RPS14 VEGFA DDIT4 MTHFD2 HERPUD1 PDIA6 ATF4 NPM1 WIPI1 SEC11A CKS1B CALR ALDH18A1 HSPA5 SRPRA EIF4EBP1 DNAJC3 ERN1 SHC1 EDEM1 PDIA5 SPCS3 SEC31A YIF1A CXXC1	clusterBrain	none_q3
HALLMARK_UV_RESPONSE_DN	0.235109717868339	0.345749585100498	0.108820126769161	0.296233440279652	1.12401955631341	137	MAP1B SCHIP1 CAP2 AMPH SCN8A AKT3 RGS4 ATP2B1 ARHGEF9 PRKCA PRKCE DDAH1 CELF2 CACNA1A PRKAR2B SIPA1L1 WDR37 CDC42BPA MAGI2 KALRN GJA1 DBP ATRN FYN COL5A2 PTEN ATP2B4 KIT PEX14 ATRX ADGRL2 ACVR2A PRDM2 DYRK1A TOGARAM1	clusterBrain	none_q3
HALLMARK_UV_RESPONSE_UP	0.0743670886075949	0.123945147679325	0.206587922696891	0.341526334891228	1.29208415320271	139	OLFM1 CCK NPTXR DLG4 ENO2 MAPK8IP2 NTRK3 SLC25A4 ASNS TUBA4A PTPRD ATP6V1C1 SELENOW ALDOA CDO1 NPTX2 GRINA KLHDC3 TYRO3 PARP2 LHX2 CNP DNAJA1 RASGRP1 PRKACA PSMC3 HSPA13 ARRB2 SLC6A8	clusterBrain	none_q3
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.539503386004515	0.573939772345228	0.0815265143256594	-0.289816405933398	-0.961901317833956	39	MYC TP53 JAG1 NOTCH1 TCF7 AXIN1 DKK1 RBPJ LEF1 FZD8 NCSTN NUMB SKP2 DLL1 MAML1 PTCH1	clusterBrain	none_q3
HALLMARK_XENOBIOTIC_METABOLISM	0.00137255145071676	0.00381264291865766	0.45505986738723	-0.35420794670945	-1.50933693584095	171	PDK4 REG1A IGFBP4 CAT CYB5A PDLIM5 TMEM176B JUP FABP1 PAPSS2 ABCC3 IRF8 MAN1A1 CA2 ELOVL5 IL1R1 TNFRSF1A MAOA SPINT2 DDC AOX1 GCH1 SERPINE1 SLC1A5 HNF4A UGDH AHCY PYCR1 NINJ1 SLC12A4 ASL DHRS7 IDH1 ECH1 GART ALDH9A1 EPHA2 SHMT2 TMBIM6 IGF1 PSMB10 MT2A SLC35D1 MCCC2 FBP1 CD36 LCAT HMOX1 KARS1 TKFC CFB ADH5 SAR1B GSTM4 DDAH2 HSD17B2 TMEM97 AKR1C3 NQO1 FAH EPHX1 CASP6 CES1 NPC1 F10 CYP27A1	clusterBrain	none_q3
HALLMARK_ADIPOGENESIS	2.56172541280329e-08	1.60107838300206e-07	0.73376198835648	0.540331854368348	2.00910816534587	189	GPX3 GADD45A CD151 COL4A1 PTGER3 PFKFB3 APLP2 FZD4 ITIH5 PLIN2 HSPB8 RAB34 CAT ANGPTL4 PIM3 GBE1 ACAA2 PHYH MGLL APOE MGST3 MYLK FAH ECHS1 PPARG DHRS7 CMBL LIFR PHLDB1 TOB1 SOWAHC SUCLG1 AK2 POR ACADM MAP4K3 CAVIN2 ACADL GPHN AIFM1 LPCAT3 CAVIN1 SCP2 BCL2L13 RNF11 HIBCH SLC25A1 STOM COX7B DNAJB9 SOD1 COX8A COQ9 SDHC BCL6 SLC1A5 PFKL ESYT1 SLC66A3 SQOR ATP1B3 REEP5 DHRS7B ACADS DECR1 DNAJC15 ECH1 ARAF BCKDHA ALDH2 RREB1 DBT TALDO1 SDHB GRPEL1 CCNG2 CHCHD10 NDUFA5 ADIPOR2	clusterKidney	none_q3
HALLMARK_ALLOGRAFT_REJECTION	5.989492682044e-10	7.486865852555e-09	0.801215574617779	-0.534233874884023	-2.15039026447325	171	CCND2 PRKCB CD79A IRF8 CTSS RPL39 PRKCG RPS19 LTB HDAC9 MMP9 PTPRC IL2RG HCLS1 RPS3A CXCL13 RPL9 CSK WAS NME1 HLA-DQA1 CD3E ITGAL BCAT1 NPM1 TPD52 FYB1 HLA-DOB CCL19 THY1 RPS9 MAP4K1 GCNT1 SPI1 PTPN6 CD8A CCL5 ITGB2 STAT4 LCK LCP2 SIT1 PSMB10 LY86 CD3D EIF3A IL16 EIF3D CD2 APBB1 CCND3 LY75 GALNT1 ITK TLR1 HLA-DMB CCR1 IRF4 PF4 CD28 AARS1 IL2RB CD247 ZAP70 TRAT1 ST8SIA4 TLR6	clusterKidney	none_q3
HALLMARK_ANDROGEN_RESPONSE	0.001091084092868	0.00209823864013077	0.45505986738723	0.495640421007989	1.66140868992832	98	NDRG1 ADAMTS1 ITGAV KRT19 HPGD PLPP1 IQGAP2 TSC22D1 MYL12A SAT1 SELENOP PTPN21 AKAP12 H1-0 B4GALT1 BMPR1B LIFR CCND1 MAF ZBTB10 PMEPA1 SLC38A2 PDLIM5 LMAN1 TMPRSS2 SGK1 ABCC4	clusterKidney	none_q3
HALLMARK_ANGIOGENESIS	0.000648832077209974	0.00141050451567386	0.477270815362862	0.681186974264977	1.86283209553088	29	SPP1 VEGFA ITGAV APP NRP1 SLCO2A1 S100A4 TIMP1 FSTL1 SERPINA5 POSTN	clusterKidney	none_q3
HALLMARK_APICAL_JUNCTION	0.000800387150882596	0.00166747323100541	0.477270815362862	0.431848695526492	1.59040015609879	174	ITGA3 MYL9 NECTIN2 ACTN4 CLDN8 CTNNA1 JUP ITGB1 TNFRSF11B ITGA2 NFASC MSN MYH9 TJP1 GRB7 PARVA ADAM9 PECAM1 PARD6G CTNND1 AMIGO2 TSPAN4 EGFR B4GALT1 CLDN11 BMP1 MPZL2 AKT2 RRAS WASL SORBS3 MYL12B PCDH1 VCL CLDN4 SIRPA CD34 CLDN5 INPPL1 GNAI1 ICAM1 VAV2 SHC1 MYH10 CDH1 CDH3 CNN2 CRB3 LIMA1 CLDN7 DSC3 NECTIN4 NF1 SKAP2 VCAM1 PBX2 CX3CL1 WNK4	clusterKidney	none_q3
HALLMARK_APICAL_SURFACE	2.57401082268542e-05	7.15003006301506e-05	0.575610261071129	0.702819087666961	2.00977813313484	37	MAL ATP6V0A4 APP HSPB1 NTNG1 GATA3 RHCG PKHD1 AFAP1L2 DCBLD2 SULF2 GAS1 B4GALT1 GSTM3	clusterKidney	none_q3
HALLMARK_APOPTOSIS	5.96534038782971e-06	1.86416887119678e-05	0.610526878385931	0.510331549959066	1.8390770259996	152	GPX3 TIMP3 IFITM3 BGN DCN PLAT GADD45A SOD2 APP TGFBR3 HSPB1 TXNIP GADD45B PDGFRB TNFSF10 IER3 F2R ERBB2 LMNA TIMP1 NEDD9 SAT1 ANXA1 BTG3 CDKN1A H1-0 DDIT3 IGF2R GSN CCND1 DNAJA1 BNIP3L ATF3 TIMP2 RHOB TNFRSF12A CFLAR RARA EMP1 BCL2L1 SOD1 DNAJC3 KRT18 ERBB3 AVPR1A MCL1 GSR MGMT GPX1 PEA15 SC5D SQSTM1	clusterKidney	none_q3
HALLMARK_BILE_ACID_METABOLISM	0.0899053627760252	0.112381703470032	0.186432558434075	0.380150087798178	1.26537697259248	93	TFCP2L1 BBOX1 BCAR3 ACSL1 CAT PHYH NR1H4 DIO1 SCP2 NEDD4 NR0B2 NR3C2 SOD1 IDH2 OPTN HSD17B4 PIPOX ALDH9A1 EFHC1 NPC1 NUDT12 PFKM SLC22A18 GSTK1 PECR CROT ABCD3 AGXT PEX19 CYP8B1 SULT2B1 APOA1 ALDH1A1 CYP7B1 AQP9 PEX11A AMACR GCLM	clusterKidney	none_q3
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.218446601941748	0.242718446601942	0.115734447701689	0.368672367057497	1.16246588454833	68	CD9 S100A11 MAL2 SEMA3B PLSCR1 GLDC ANXA5 PPARG ATF3 ERRFI1 TNFRSF12A GNAI1 MVK AVPR1A GPX8 CXCL16 SC5D ECH1	clusterKidney	none_q3
HALLMARK_COAGULATION	9.48036027285912e-09	7.9003002273826e-08	0.747739663149885	0.624809706829085	2.13553720957084	111	TIMP3 ITGB3 HTRA1 SERPING1 CD9 CAPN2 PLAT MMP7 SERPINA1 THBS1 A2M SPARC S100A13 CFI ITGA2 RAPGEF3 CRIP2 C1R TIMP1 GNG12 ADAM9 PECAM1 CPQ HMGCS2 ANXA1 SERPINE1 CTSH BMP1 S100A1 GSN PROS1 HPN CFH F3 LAMP2 MMP14 KLF7 PLAU DUSP6 MAFF PLG ISCU RGN CFB HRG ACOX2 DUSP14 MSRB2 FGG DPP4	clusterKidney	none_q3
HALLMARK_COMPLEMENT	0.0156515928049722	0.0260859880082871	0.352487857583619	0.377899420446019	1.39171729240554	174	HSPA1A SERPING1 PLAT SERPINA1 CA2 GATA3 CTSD CD59 COL4A2 S100A13 S100A9 HSPA5 SPOCK2 C1R TIMP1 CTSL CPM ADAM9 CD46 PLSCR1 LTF CPQ ANXA5 SERPINE1 CTSH F5 NOTCH4 PRCP PPP2CB CFH F3 LAMP2 TIMP2 MMP14 DUSP6 RCE1 MAFF PLG CR1	clusterKidney	none_q3
HALLMARK_DNA_REPAIR	0.936046511627907	0.936046511627907	0.0662842187012672	-0.205560058304892	-0.810130316364059	144	POLR1H HCLS1 NME1 CSTF3 POLR1D IMPDH2 TYMS TAF10 RFC3 POLA2 USP11 PRIM1 FEN1 NT5C3A ALYREF PCNA ZWINT PDE4B MPG SNAPC4 CCNO POLH EDF1 ADRM1 REV3L ERCC1 POLB LIG1 TMED2 NFX1 GTF2H3 APRT ADA ERCC3 CANT1 POLR3C SF3A3 SUPT5H SSRP1 ARL6IP1 DGUOK NCBP2 TP53 RFC4 POLR2D GTF2B GUK1 TAF9 RPA2 POLL RNMT POLD1 GTF2F1 PDE6G RAE1 ITPA POLR2E RAD51 RFC2 ELOA	clusterKidney	none_q3
HALLMARK_E2F_TARGETS	5.86410495595653e-10	7.486865852555e-09	0.801215574617779	-0.511347746485819	-2.07775795327765	190	STMN1 HMGA1 MYC DCK MYBL2 NAP1L1 MKI67 NME1 LMNB1 NOP56 H2AZ1 DNMT1 PRDX4 TOP2A RRM2 PTTG1 UBE2S MCM5 PLK1 ATAD2 BIRC5 KPNA2 TUBB PRPS1 MXD3 RFC3 KIF22 H2AX MCM7 AURKB TFRC RANBP1 TK1 PAICS LBR CDC20 EZH2 POLA2 MCM2 UBE2T HNRNPD DDX39A RBBP7 TMPO HMGB3 MAD2L1 PSIP1 CNOT9 MCM4 TIPIN PCNA TACC3 RAD51C RACGAP1 POLE CDK1 ASF1B PDS5B RAN BUB1B CCNB2 ING3 SPC25 HMMR CKS2 PLK4 JPT1 SMC3 SMC4 MCM3 RNASEH2A TIMELESS RPA1 NOLC1 CDK4 DEPDC1 CDKN3 TBRG4 LIG1 SNRPB PNN CDKN2C RAD51AP1 SLBP TCF19 PRIM2 KIF2C ORC2 BRCA1 SSRP1 UBR7 SUV39H1 AURKA TP53 HELLS KIF18B PRKDC SMC6 CHEK2 DSCC1 TUBG1 RPA2 PHF5A MRE11 TRIP13 DEK GINS1 SRSF2 NUP153 POLD1 USP1 E2F8 SMC1A NBN POLD2 CHEK1 NAA38 RFC2 XRCC6 ILF3 NCAPD2 CCNE1 CTCF CSE1L	clusterKidney	none_q3
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.49801112033355e-11	3.74502780083389e-10	0.863415391606693	0.601655021792991	2.20610934545462	171	SPP1 VEGFA MGP TIMP3 BGN ITGB3 CCN2 HTRA1 DCN MYL9 ITGAV ITGB5 PCOLCE2 SDC4 THBS1 IGFBP4 GADD45A SPOCK1 DAB2 TGFBR3 FERMT2 GADD45B COL4A1 SERPINH1 CD59 COL4A2 IGFBP2 ITGB1 SPARC PDGFRB TNFRSF11B ITGA2 TGM2 SGCB SFRP1 TIMP1 SAT1 FSTL1 NNMT GAS1 EFEMP2 LAMC1 SERPINE1 SDC1 PLOD1 MYLK NOTCH2 BMP1 POSTN PLOD2 LOXL1 CALD1 FZD8 GJA1 SNTB1 TPM2 PMEPA1 PVR FLNA MMP14 NID2 RHOB TNFRSF12A FOXC2 TGFB1 LGALS1 CAPG	clusterKidney	none_q3
HALLMARK_ESTROGEN_RESPONSE_EARLY	4.38941459214627e-06	1.46313819738209e-05	0.610526878385931	0.49955092484969	1.84887035628468	180	PODXL CA12 AQP3 SCNN1A FOXC1 MUC1 IGFBP4 PDZK1 RETREG1 DHRS3 KRT19 FARP1 SEMA3B HES1 KAZN DEPTOR TGM2 AFF1 ZNF185 HSPB8 MYOF DLC1 RAB17 TPBG RBBP8 IL6ST B4GALT1 WWC1 MPPED2 PLAAT3 KLF10 SH3BP5 BHLHE40 GJA1 AMFR TOB1 SLC39A6 CCND1 DYNLT3 UGCG ALDH3B1 ELF3 BAG1 FRK CHPT1 CELSR1 RPS6KA2 THSD4 CYP26B1 RARA CISH ENDOD1 FKBP4 SLC2A1 IGF1R TSKU ESRP2 BLVRB MINDY1 KCNK5 KRT18	clusterKidney	none_q3
